mean,st_dev,conf95_lo,conf95_hi
1.298256805697405,0.075390844864397,1.291321928502708,1.3051916828921026
1.339304557498024,0.1843492546309915,1.320046248738464,1.3585628662575844
1.4959264506465155,0.280879613477501,1.463819826456175,1.528033074836856
1.5612906353297527,0.29725414728669497,1.5261580858396029,1.596423184819902
1.5914201668572214,0.339370628300018,1.554120171005588,1.6287201627088548
1.651954266195739,0.3272192412691105,1.6148647361795727,1.689043796211906
1.6846787818656495,0.3112603662279125,1.6509939027404013,1.7183636609908977
1.8142148197869483,0.288921501255246,1.783549269364223,1.8448803702096743
1.765858605371401,0.22474780495886348,1.7415731863696373,1.790144024373165
1.8372710435867625,0.20490314946847848,1.8151299648761878,1.8594121222973374
1.8942596430409695,0.13349872355173,1.881127670956416,1.907391615125523
